wavelength,healthy_mean,healthy_std,healthy_median,healthy_min,healthy_max,cracked_mean,cracked_std,cracked_median,cracked_min,cracked_max,n_healthy,n_cracked,abs_mean_diff,cohens_d,fisher_score,relative_diff_pct
699.600000,0.519584,0.215085,0.466258,0.232932,5.039934,0.287036,0.122668,0.275081,0.063457,0.909630,69618,24548,0.232548,1.190997,0.882068,57.659953
702.580000,0.566034,0.215482,0.511299,0.271375,4.716718,0.298272,0.123597,0.286245,0.063395,0.919378,69618,24548,0.267762,1.368014,1.161860,61.960091
705.570000,0.604157,0.212092,0.550000,0.313665,4.361582,0.308501,0.124237,0.295499,0.067164,0.931398,69618,24548,0.295656,1.531255,1.446801,64.790064
708.570000,0.635054,0.207016,0.579585,0.338936,4.078105,0.317397,0.124440,0.302521,0.069492,0.937653,69618,24548,0.317656,1.680729,1.729582,66.702886
711.560000,0.657683,0.201174,0.601149,0.360789,3.816471,0.323842,0.124419,0.306918,0.067293,0.933410,69618,24548,0.333840,1.811669,1.991906,68.024834
714.550000,0.677303,0.193643,0.620824,0.375423,3.572707,0.330509,0.124522,0.311715,0.068249,0.939092,69618,24548,0.346793,1.945796,2.269007,68.820999
717.540000,0.691325,0.187772,0.634823,0.392039,3.404157,0.335906,0.124926,0.315098,0.067901,0.944771,69618,24548,0.355419,2.047393,2.483488,69.199439
720.540000,0.704200,0.181006,0.651099,0.398219,3.120141,0.342132,0.125138,0.319399,0.067610,0.939803,69618,24548,0.362068,2.152096,2.707261,69.207111
723.530000,0.715130,0.172781,0.664336,0.419204,2.925373,0.346939,0.124977,0.322799,0.070522,0.940449,69618,24548,0.368191,2.277183,2.981244,69.334617
726.530000,0.720788,0.166164,0.673611,0.419933,2.730159,0.350340,0.125349,0.325431,0.065876,0.944504,69618,24548,0.370448,2.366281,3.167652,69.169746
729.530000,0.723535,0.159834,0.678867,0.426752,2.553917,0.353562,0.125199,0.328194,0.069512,0.940704,69618,24548,0.369973,2.440944,3.320591,68.698113
732.530000,0.723203,0.153448,0.679967,0.428707,2.383550,0.356102,0.124994,0.331762,0.065380,0.934705,69618,24548,0.367101,2.504721,3.440487,68.025380
735.530000,0.721644,0.147513,0.679468,0.432203,2.268678,0.358209,0.124803,0.334722,0.064972,0.927949,69618,24548,0.363435,2.560416,3.537738,67.311916
738.530000,0.720697,0.143096,0.679868,0.435369,2.168000,0.361174,0.125161,0.337829,0.064516,0.921829,69618,24548,0.359522,2.593122,3.576371,66.463075
741.530000,0.720899,0.139466,0.681026,0.430101,2.079925,0.364791,0.125447,0.341855,0.067213,0.916667,69618,24548,0.356108,2.619391,3.603902,65.600276
744.530000,0.722813,0.136323,0.683761,0.430030,2.018018,0.369404,0.126037,0.346915,0.068376,0.918395,69618,24548,0.353409,2.642945,3.623453,64.714002
747.540000,0.724992,0.133781,0.686584,0.426914,1.968097,0.374085,0.126548,0.351747,0.068114,0.924773,69618,24548,0.350907,2.659721,3.631054,63.854911
750.540000,0.727238,0.131858,0.689635,0.427262,1.926732,0.379071,0.127253,0.356599,0.068534,0.922486,69618,24548,0.348167,2.664408,3.609904,62.942095
753.550000,0.729606,0.130260,0.692586,0.432402,1.892816,0.384192,0.127837,0.361664,0.070958,0.927749,69618,24548,0.345414,2.664565,3.581847,62.024462
756.560000,0.733664,0.127462,0.697935,0.437791,1.870855,0.390436,0.128379,0.368693,0.073279,0.926813,69618,24548,0.343228,2.687740,3.599577,61.067205
759.560000,0.735180,0.126506,0.699885,0.435185,1.876781,0.394639,0.129662,0.372521,0.076923,0.926341,69618,24548,0.340541,2.674339,3.533882,60.282446
762.570000,0.734371,0.129319,0.698361,0.432460,1.865927,0.400032,0.130806,0.375970,0.083442,0.937063,69618,24548,0.334340,2.577635,3.303921,58.945494
765.580000,0.739219,0.128695,0.703340,0.440222,1.844300,0.409068,0.130710,0.384966,0.084112,0.942736,69618,24548,0.330151,2.554887,3.239452,57.503273
768.600000,0.744318,0.126042,0.709030,0.446595,1.837993,0.414725,0.131546,0.391304,0.084608,0.937903,69618,24548,0.329593,2.585053,3.272944,56.873299
771.610000,0.748032,0.124516,0.714002,0.448276,1.823116,0.420079,0.132632,0.396591,0.085346,0.940587,69618,24548,0.327953,2.588801,3.249801,56.151063
774.620000,0.751338,0.123974,0.717582,0.449211,1.808833,0.425890,0.133720,0.401973,0.089101,0.950530,69618,24548,0.325448,2.570949,3.185407,55.290512
777.640000,0.754664,0.123745,0.720779,0.452625,1.799616,0.431925,0.134777,0.407730,0.090615,0.953237,69618,24548,0.322739,2.547004,3.111350,54.397704
780.650000,0.758441,0.123197,0.724855,0.454545,1.793329,0.438340,0.135669,0.413265,0.094059,0.954445,69618,24548,0.320101,2.529098,3.051012,53.493601
783.670000,0.762637,0.122671,0.729342,0.458250,1.785571,0.444838,0.136529,0.419603,0.096965,0.963937,69618,24548,0.317799,2.513640,2.997958,52.638638
786.680000,0.766978,0.121967,0.733901,0.463398,1.794199,0.451348,0.137329,0.425676,0.100782,0.969744,69618,24548,0.315630,2.501977,2.953054,51.813683
789.700000,0.771042,0.121585,0.738326,0.465852,1.797987,0.457605,0.138108,0.431118,0.102355,0.971683,69618,24548,0.313438,2.485605,2.901734,51.021587
792.720000,0.774344,0.121224,0.741678,0.467164,1.786567,0.463404,0.138724,0.436751,0.106303,0.974726,69618,24548,0.310940,2.467381,2.848703,50.242787
795.740000,0.778344,0.121206,0.745642,0.470046,1.780938,0.469545,0.139616,0.442066,0.109390,0.979149,69618,24548,0.308799,2.445662,2.789562,49.491350
798.770000,0.781160,0.120872,0.748397,0.472441,1.774803,0.475199,0.140087,0.447140,0.111111,0.980392,69618,24548,0.305961,2.425125,2.734459,48.706039
801.790000,0.783982,0.120836,0.751244,0.474328,1.777506,0.480167,0.140744,0.451450,0.115226,0.987952,69618,24548,0.303815,2.404964,2.682454,48.066328
804.810000,0.787502,0.120239,0.754777,0.476351,1.777872,0.486041,0.141114,0.457421,0.117834,0.996169,69618,24548,0.301462,2.392282,2.644103,47.342184
807.840000,0.789956,0.119609,0.757366,0.477586,1.777586,0.491144,0.141425,0.462349,0.122693,0.994129,69618,24548,0.298812,2.377910,2.602605,46.649244
810.860000,0.791623,0.119059,0.759378,0.478500,1.763952,0.495891,0.141708,0.467177,0.124281,0.989616,69618,24548,0.295732,2.359098,2.553035,45.938474
813.890000,0.792430,0.118683,0.760504,0.480249,1.764033,0.500354,0.141977,0.471322,0.128898,0.998814,69618,24548,0.292076,2.333360,2.491252,45.185564
816.920000,0.791482,0.119096,0.759336,0.483133,1.768675,0.504279,0.142118,0.474478,0.133735,0.997234,69618,24548,0.287203,2.288377,2.399134,44.329670
819.950000,0.791453,0.117751,0.760684,0.488806,1.758706,0.509198,0.141072,0.480287,0.133748,1.000000,69618,24548,0.282255,2.271621,2.359375,43.402135
