Overall_Accuracy,ROC_AUC,PR_AUC,MCC,Optimal_Threshold,Precision_CRACK,Recall_CRACK,F1_CRACK,Best_F1_CRACK,Macro_F1,Weighted_F1,CM_TruePositive_CRACK,CM_RowSum_CRACK,CM_ColSum_CRACK,CM_TruePositive_other,CM_RowSum_other,CM_ColSum_other
0.9667164518649667,0.9775658489406133,0.5256694708522089,0.6928446976397467,0.9500000000000001,0.5876084639975643,0.8547387068201948,0.6964366260712674,0.6964366260712674,0.839414805236746,0.9696198277151238,3860,4516,6569,93876,96585,94532
