Overall_Accuracy,ROC_AUC_CRACK,PR_AUC_CRACK,MCC,Macro_Average_AUC,Optimal_Threshold,Precision_CRACK,Recall_CRACK,F1_CRACK,Macro_F1,Weighted_F1,AUC_BACKGROUND,AUC_BRANCH,AUC_CRACK,AUC_PLASTIC,AUC_REGULAR,CM_TruePositive_BACKGROUND,CM_RowSum_BACKGROUND,CM_ColSum_BACKGROUND,CM_TruePositive_BRANCH,CM_RowSum_BRANCH,CM_ColSum_BRANCH,CM_TruePositive_CRACK,CM_RowSum_CRACK,CM_ColSum_CRACK,CM_TruePositive_PLASTIC,CM_RowSum_PLASTIC,CM_ColSum_PLASTIC,CM_TruePositive_REGULAR,CM_RowSum_REGULAR,CM_ColSum_REGULAR
0.9681803345169682,0.9918220126991315,0.9149654398980729,0.9265814347235669,0.9940653872960123,0.81,0.8960907944514502,0.7867581930912312,0.8378728923476005,0.9068265919950743,0.9686320778069248,0.9923035356195462,0.99335615418711,0.9918220126991315,0.9929442527423924,0.9999009812318815,73696,75292,74264,3778,4097,4877,3553,4516,3965,4376,4682,5264,12481,12514,12731
